Date,Close,High,Low,Open,Volume,Ticker
2025-03-03,494.5418701171875,510.4511747502602,491.08937854664106,508.93885561166286,44587200,QQQ
2025-03-04,493.0494384765625,501.19811409825184,485.2788502299198,491.68635636601033,67875400,QQQ
2025-03-05,499.47686767578125,501.08868829896096,488.7811121667995,493.6961873600139,46323700,QQQ
2025-03-06,485.7365417480469,496.06413848203505,483.74663380211234,491.1988293432897,57574300,QQQ
2025-03-07,489.3084411621094,490.7909129209113,478.1052492912749,484.7017992368597,54714700,QQQ
2025-03-10,470.3446350097656,481.5279087208424,466.2951647732502,481.01054355010933,76668000,QQQ
2025-03-11,469.2203063964844,476.39391614178453,464.65347123925363,469.96652188682117,68760800,QQQ
2025-03-12,474.51348876953125,478.632582659648,469.40936974367503,476.7421760776683,46971100,QQQ
2025-03-13,465.97674560546875,473.876682674001,464.07637985083835,473.84683526899994,46563300,QQQ
2025-03-14,477.2396240234375,478.1350765220873,470.73261656970107,471.3395542793586,43563000,QQQ
2025-03-17,480.3338928222656,483.3884086426206,475.38897062743524,477.189834792779,41744400,QQQ
2025-03-18,472.1454772949219,477.1898709733085,470.0262204273719,476.9908983924578,39072300,QQQ
2025-03-19,478.4634094238281,482.88097693346737,472.4737673393992,474.40398039047363,40430300,QQQ
2025-03-20,476.8416748046875,482.10495972485467,473.77719941007575,474.4736793716476,36780500,QQQ
2025-03-21,478.4136657714844,479.1797694014654,470.52368803573967,471.6877671830669,42234900,QQQ
2025-03-24,488.9121398925781,489.7591180442307,482.67442997651204,486.00252834320924,34567200,QQQ
2025-03-25,491.7021484375,491.8615821216475,488.67299966529646,489.639545469345,26035200,QQQ
2025-03-26,482.6545104980469,491.4032325143907,481.1000700784772,490.54628025757523,34627100,QQQ
2025-03-27,479.9043273925781,484.84664994408064,478.5392125885613,480.69152170184447,33469800,QQQ
2025-03-28,467.26953125,478.80826727024373,466.3826870366339,478.10080496658304,46363800,QQQ
2025-03-31,467.2496032714844,468.1862267806507,455.70086298518777,460.2745390190723,53000300,QQQ
2025-04-01,471.01611328125,471.94279304476703,462.76561033586444,465.6353253704141,41156200,QQQ
2025-04-02,474.45379638671875,477.85165253272163,464.20044412047605,464.4595276487334,49894500,QQQ
2025-04-03,449.05462646484375,458.4311090574493,448.5364897977271,454.8140352690705,70456300,QQQ
2025-04-04,421.1643371582031,438.8012662497565,421.1643371582031,436.57922963452495,117088400,QQQ
2025-04-07,422.1806945800781,441.5614201479207,400.95658358107875,407.20423705779143,161557000,QQQ
2025-04-08,414.5778503417969,441.5613992006258,408.33019716146754,436.59912870717443,101248100,QQQ
2025-04-09,464.3399658203125,466.16343342206665,413.9501042914269,414.08962016496724,142876900,QQQ
2025-04-10,444.590576171875,453.96705879904806,431.0888571820337,451.9442914367033,108384100,QQQ
2025-04-11,452.78131103515625,454.1663741146707,439.75786224336997,443.06604289719394,52483800,QQQ
2025-04-14,455.8503723144531,463.3933832938378,451.01764293847816,462.8054886452569,43941200,QQQ
2025-04-15,456.3584899902344,460.7328660655078,454.5250482813498,456.90654896754893,35404200,QQQ
2025-04-16,442.5976867675781,451.00762332139715,436.2005738134235,447.43041565591307,48980600,QQQ
2025-04-17,442.51800537109375,446.1549970317344,439.78774529190997,445.57707652380003,44837000,QQQ
2025-04-21,431.5671081542969,437.51584230875216,426.40556828000206,436.6688946094812,44149300,QQQ
2025-04-22,442.89666748046875,445.9856002161295,436.06108861931057,437.2568260974721,52304400,QQQ
2025-04-23,452.94073486328125,461.729322993314,451.2667267648559,456.53789090300927,55801100,QQQ
2025-04-24,465.6851806640625,465.99407392862616,454.20619851663224,454.8539073702654,45956100,QQQ
2025-04-25,470.8765869140625,471.40469766730706,463.7321457882604,465.30650394037264,38697100,QQQ
2025-04-28,470.7271423339844,473.1185867567387,464.36986487736374,471.34492884890216,33550800,QQQ
2025-04-29,473.8360290527344,474.722873222181,467.91718654726753,468.4951374553907,30613100,QQQ
2025-04-30,473.7762451171875,475.5000933242452,460.7826887017505,465.4659581608863,46810600,QQQ
2025-05-01,479.964111328125,485.4445187613678,479.0274574431888,481.68795952250036,43316500,QQQ
2025-05-02,487.0886535644531,489.1612611202772,483.10290255126364,484.8068330037864,39218100,QQQ
2025-05-05,484.198974609375,487.2879376271539,482.37550695931134,482.87372581995743,28309500,QQQ
2025-05-06,479.6950988769531,483.32211645922314,476.48656811897325,477.85168296536403,32786300,QQQ
2025-05-07,481.578369140625,484.06946360216114,475.0816057321311,480.36271382704064,38006300,QQQ
2025-05-08,486.55059814453125,490.9448922772597,482.4452794741909,486.78973347402933,39577600,QQQ
2025-05-09,486.2317199707031,489.789009962343,484.4680361370782,488.46373075344206,27767400,QQQ
2025-05-12,506.0408935546875,506.08075957729017,499.69359025194126,505.1839413174901,45090600,QQQ
2025-05-13,513.7532958984375,515.546871439172,506.6088248298239,507.3461789329695,53269600,QQQ
2025-05-14,516.8323364257812,517.3803650369858,513.9127810511419,514.9291670405382,47014500,QQQ
2025-05-15,517.4002685546875,520.0707142555518,513.3347857660638,514.6800131330596,50153300,QQQ
2025-05-16,519.6522827148438,519.8416083280616,515.2579579935311,518.8052741008747,48394600,QQQ
2025-05-19,520.1505126953125,520.6686798199481,512.4081714236444,512.4081714236444,52536200,QQQ
2025-05-20,518.416748046875,519.0743702786815,514.8195611288448,517.6195490998188,42517600,QQQ
2025-05-21,511.21240234375,521.1369442471234,509.418826553865,514.4309376384672,71292800,QQQ
2025-05-22,512.1690673828125,515.8658737907991,510.47511083297866,511.8302517457492,55607200,QQQ
2025-05-23,507.4259338378906,510.01667798674157,503.77896814055566,504.37683685319297,58368100,QQQ
2025-05-27,519.36328125,519.8515868592059,512.7569545841645,514.3113951204324,47226300,QQQ
2025-05-28,517.0614624023438,521.8144897137478,516.543356152141,520.3198331572289,46637200,QQQ
2025-05-29,518.077880859375,524.6045360691892,515.4771928839561,524.4551068947912,58513300,QQQ
2025-05-30,517.2608032226562,518.8252178409589,510.10638723489177,517.589644720194,67662800,QQQ
2025-06-02,521.3462524414062,521.5853877867925,514.1319915550752,515.3974870451045,44762800,QQQ
2025-06-03,525.421630859375,526.8565036997328,520.8280672755905,521.6949632814592,44070300,QQQ
2025-06-04,526.8864135742188,527.9526092750558,524.0963391933162,526.1291111461301,41359300,QQQ
2025-06-05,522.9205932617188,531.1511795683101,520.7981757926248,528.2914078268998,61031200,QQQ
2025-06-06,528.0322875976562,529.9055954761677,526.3284179293108,528.1120196484558,42467000,QQQ
2025-06-09,528.8095092773438,530.453595021937,527.1255271006693,528.2515065877924,33688700,QQQ
2025-06-10,532.3070068359375,532.9945512832284,527.0059509616149,529.2777972976213,40664800,QQQ
2025-06-11,530.5133666992188,534.8678553808483,528.221572163124,533.7119535961438,53701000,QQQ
2025-06-12,531.7589721679688,532.7355225727674,528.9490710779452,529.1981805291538,34104900,QQQ
2025-06-13,525.0828857421875,529.9753685874628,523.8572258903529,525.8002917667119,55814400,QQQ
2025-06-16,532.38671875,533.4628885796845,528.5604317387102,528.6102414640853,37622100,QQQ
2025-06-17,527.1952514648438,531.4301114980193,526.0293756198878,529.8158873625565,42180900,QQQ
2025-06-18,527.1055297851562,530.6528452992457,525.5212280185297,528.2115609532127,43983500,QQQ
2025-06-20,524.9533081054688,531.6593145894406,523.0102423618315,530.3639576995934,61643500,QQQ
2025-06-23,530.3511352539062,530.8698234247422,522.3706802794006,525.5229332044729,50666100,QQQ
2025-06-24,538.4612426757812,539.3789778904177,534.9598085403529,535.5782888900031,45442000,QQQ
2025-06-25,539.8377685546875,541.9825398600767,538.0621492513585,540.7355939583459,44804200,QQQ
2025-06-26,544.8854370117188,545.3343497414623,540.196968838495,542.0224539142,43811400,QQQ
2025-06-27,546.7509765625,548.6462981008426,543.2096009334672,545.922987304897,57577100,QQQ
2025-06-30,550.292236328125,551.4493754022211,547.6686571277671,549.9131598811205,45548700,QQQ
2025-07-01,545.6536254882812,549.3645687252039,543.3293009206998,548.3869215848855,56166700,QQQ
2025-07-02,549.4542236328125,549.6537471519974,544.7856655368287,544.8255458862538,36538300,QQQ
2025-07-03,554.8610229492188,555.8386700313663,551.8284721476665,551.8284721476665,26443500,QQQ
2025-07-07,550.6813354492188,552.9856893302406,548.2373089969742,552.1676854094138,45349300,QQQ
2025-07-08,550.9905395507812,552.656442328,549.7535179973017,552.0279766846955,36153300,QQQ
2025-07-09,554.8909912109375,556.2676245184426,551.7486628164066,553.1252961239118,43045500,QQQ
2025-07-10,554.0929565429688,555.9384123345195,551.399540909487,555.5294408217566,34710900,QQQ
2025-07-11,552.8460083007812,554.4320895669904,550.7012367582291,551.9481827978439,39618600,QQQ
2025-07-14,554.8511352539062,555.5893176048168,550.2823076862738,552.6365273151346,36453300,QQQ
2025-07-15,555.3598022460938,559.4298511098242,555.2999512724816,558.881207037374,43277700,QQQ
2025-07-16,555.9284057617188,558.841315448374,550.2124247955553,555.9184813380132,52314700,QQQ
2025-07-17,560.4274291992188,560.9361929372504,555.8486773290106,556.6566959464612,40423800,QQQ
2025-07-18,559.8887329101562,563.350225741294,558.6118309954545,561.7441739242998,50484700,QQQ
2025-07-21,562.7916259765625,564.6770230188278,560.6867956545606,560.7167515850907,39595200,QQQ
2025-07-22,559.8787231445312,562.9711246996918,557.2451587250212,562.921259039647,43270600,QQQ
2025-07-23,562.4325561523438,562.4724365095674,558.2129099278791,560.9661767273466,40215300,QQQ
2025-07-24,563.6295776367188,564.8565530178993,561.9137482789852,563.7492795819054,42275500,QQQ
2025-07-25,564.9862670898438,566.313034745678,562.8914220636111,563.5497827933865,30630800,QQQ
2025-07-28,566.7518920898438,567.6496566103068,565.4849755661548,566.3528450456176,31498700,QQQ
2025-07-29,565.8740844726562,570.7122106355441,565.1458874865731,569.3655332995753,45463300,QQQ
2025-07-30,566.6322631835938,569.2258866472484,563.6694876691353,566.7918454902335,43433800,QQQ
2025-07-31,563.6295776367188,573.2260691874027,562.4923482714106,573.1362622854951,64613600,QQQ
2025-08-01,552.5267944335938,557.6542512690211,550.3321571804888,557.4647130315702,69400800,QQQ
2025-08-04,562.7217407226562,562.94123486933,557.5843599698458,557.6840912908586,47669800,QQQ
2025-08-05,558.9011840820312,565.1757946176326,558.3624644272935,564.0086701757624,48666600,QQQ
2025-08-06,565.9339599609375,566.3728874107766,559.2603021929511,559.7391099978526,41823700,QQQ
2025-08-07,567.8492431640625,571.9192921000312,563.7293285635382,570.2732989674302,44463000,QQQ
2025-08-08,573.146240234375,573.3657343884216,568.7570268998204,569.0562817589437,35255500,QQQ
2025-08-11,571.4503784179688,575.39073988548,570.1735373972913,573.285909687358,33112900,QQQ
2025-08-12,578.6328125,578.9320673642603,571.0912854904631,573.754745111433,42143300,QQQ
2025-08-13,578.922119140625,581.8948188134602,577.5255153167782,581.336189461128,41209300,QQQ
2025-08-14,578.4732666015625,580.4583950264449,576.4980626010837,576.867214657275,45425000,QQQ
2025-08-15,575.9295043945312,578.4233965447576,574.1638092686386,578.3834553032891,49480200,QQQ
2025-08-18,575.699951171875,576.3583727113783,573.8345249533343,575.0316052093148,29831000,QQQ
2025-08-19,567.88916015625,575.1513419461467,566.8616474345037,574.9817743394825,53752600,QQQ
2025-08-20,564.5173950195312,567.0611525811408,557.4746467271129,566.941450640785,76781100,QQQ
2025-08-21,561.9038696289062,565.1059882525514,559.609440091839,562.9712019127612,46436900,QQQ
2025-08-22,570.5725708007812,572.5876551514443,561.8938747848422,563.2904178641013,51502100,QQQ
2025-08-25,568.9265747070312,571.8892890383006,567.7693747773127,569.0063962953644,34044700,QQQ
2025-08-26,571.2109985351562,571.5202387152399,567.410309470112,568.4378222244122,34103000,QQQ
2025-08-27,572.0888671875,573.0066024398417,568.9764946916996,570.1935457073605,36927100,QQQ
2025-08-28,575.6701049804688,576.5878402039835,571.0613973569876,572.707329573353,46787900,QQQ
2025-08-29,569.0064697265625,573.6251629601264,567.1509676530454,573.2560108987077,56030400,QQQ
2025-09-02,564.238037109375,564.5871576131589,558.1728750960445,559.938570005311,65876800,QQQ
2025-09-03,568.67724609375,570.30326864531,565.3453793937941,567.8392715420716,54230200,QQQ
2025-09-04,573.8245849609375,574.1936761101587,567.6397814409955,569.3455646209001,47526300,QQQ
2025-09-05,574.652587890625,579.7002230398967,570.1336870891607,579.0717573630119,68342500,QQQ
2025-09-08,577.4556884765625,579.4209069942706,576.3584003727692,576.9569100864685,46371400,QQQ
2025-09-09,579.0917358398438,579.5206779783559,575.6301819149563,578.2537612972826,44007600,QQQ
2025-09-10,579.28125,582.3437567038031,577.1364785105435,582.3138007742962,49308000,QQQ
2025-09-11,582.6530151367188,583.4510484301161,580.1990033956353,581.8150406027271,44745800,QQQ
2025-09-12,585.2266235351562,586.423703827438,582.6728806584372,583.6105864506874,50745900,QQQ
2025-09-15,590.2344360351562,590.3441526771844,586.8527036647196,587.0023615482407,44360300,QQQ
2025-09-16,589.735595703125,591.4114837468736,589.0472791060467,591.1620945578748,36942100,QQQ
2025-09-17,588.5585327148438,590.3042571762861,582.942282862292,589.6558208790498,69384800,QQQ
2025-09-18,593.8655395507812,596.678657118695,591.5113200438022,593.4565071541567,61069300,QQQ
2025-09-19,597.8856201171875,598.583922026821,594.3941714550525,595.8705968632576,58196100,QQQ
2025-09-22,601.4251098632812,602.0942306490323,596.9508332125652,596.9708269829692,57154800,QQQ
2025-09-23,597.4302978515625,601.7946700200599,596.2118359493293,601.5949151722127,64635500,QQQ
2025-09-24,595.3329467773438,599.1281059107118,592.5964822123717,598.8085103543956,49850300,QQQ
2025-09-25,592.7662963867188,594.354216296693,587.7427395490681,591.4379907146171,70920200,QQQ
2025-09-26,595.203125,595.5327174506845,590.2994696097071,593.585214360816,54337400,QQQ
2025-09-29,597.9595947265625,601.275330198043,596.6412858554952,598.3391106571707,48332900,QQQ
2025-09-30,599.5974731445312,599.9370624727763,595.3329480316206,597.659966987958,46533800,QQQ
2025-10-01,602.4737548828125,603.0130380816322,595.5726732971928,596.4015613877941,46899600,QQQ
2025-10-02,604.9505615234375,606.378714165839,602.1541765957764,606.2788672228089,43765400,QQQ
2025-10-03,602.4038696289062,606.5485541284623,600.6161947999731,605.7296019230981,46482100,QQQ
2025-10-06,606.9280395507812,608.5758798079479,605.1902273252953,607.6670775886568,41962100,QQQ
2025-10-07,603.732177734375,608.9254990082667,602.2541015785323,608.2363844032766,58209500,QQQ
2025-10-08,610.6532592773438,610.9628579603992,604.481218431623,604.6309888518371,50629800,QQQ
2025-10-09,609.9141845703125,610.8229867928995,606.6982962574127,610.6931491958702,45551000,QQQ
2025-10-10,588.741455078125,612.3909772904724,588.2920219287263,610.6132994204178,97614800,QQQ
2025-10-13,601.2353515625,602.1741444216893,596.4614731416003,598.9083327066105,65872600,QQQ
2025-10-14,597.2305297851562,601.9144974152143,589.3706613014698,594.5439886761187,69203200,QQQ
2025-10-15,601.445068359375,605.9193452011472,595.1631839173533,603.232804101606,62805500,QQQ
2025-10-16,599.2179565429688,607.5272581453062,594.7337437778706,604.3313635356964,70982000,QQQ
2025-10-17,603.1528930664062,604.7308770883808,595.6026232431807,597.1806072651552,72024900,QQQ
2025-10-20,610.7530517578125,612.0114401498232,606.2888329883251,606.3587502275053,45761700,QQQ
2025-10-21,610.5933227539062,611.9315643975107,608.5359758597962,610.8529979566828,44538200,QQQ
2025-10-22,604.7108764648438,610.6232418416384,598.9682752728291,610.034035159382,61478800,QQQ
2025-10-23,609.7943725585938,610.5833341066889,603.7421725102494,604.1316243630486,42844300,QQQ
2025-10-24,616.305908203125,617.6242169779957,614.3384724044602,615.1973511503762,47632500,QQQ
2025-10-27,627.2818603515625,627.7412294550786,623.2270868116484,623.7164465731967,54098600,QQQ
2025-10-28,632.1055908203125,633.8633359425862,628.4403301580431,629.5488872669928,61195700,QQQ
2025-10-29,634.9519653320312,636.190360053584,629.4390484873167,634.77220425535,67422800,QQQ
2025-10-30,625.2444458007812,632.6848720357782,625.1346019679808,631.3565662863019,61628600,QQQ
2025-10-31,628.2605590820312,633.3839629929544,625.883616641787,633.3539723359148,66305100,QQQ
2025-11-03,631.2666625976562,635.001840248536,629.0394906897283,634.2927319253315,37154300,QQQ
2025-11-04,618.4531860351562,626.1432903257465,617.6642245044198,622.478029730703,63830800,QQQ
2025-11-05,622.47802734375,625.7937017112316,616.4158305661566,617.6941518361581,48688500,QQQ
2025-11-06,610.8829345703125,621.2395864016282,609.5147022540025,620.9899080817669,72115100,QQQ
2025-11-07,608.9553833007812,609.1651350193971,597.899620744235,607.5272307243642,81835400,QQQ
2025-11-10,622.4280395507812,623.5066669290842,616.0962316788492,618.1235878797521,55919900,QQQ
2025-11-11,620.7702026367188,621.9186863012081,616.7254261621581,619.7714893858831,44868800,QQQ
2025-11-12,620.2808227539062,624.0559270220305,617.0150110236092,624.0359942081623,47444400,QQQ
2025-11-13,607.6171875,617.324651379383,605.3001653620098,616.74538060573,71333600,QQQ
2025-11-14,608.0765380859375,612.5607508498654,596.4015776914192,598.7785201159286,80087300,QQQ
2025-11-17,602.8832397460938,611.6918983068232,599.098138309288,605.5198574697043,63850400,QQQ
2025-11-18,595.542724609375,601.5350044005672,590.5791487748494,598.8484631892511,83327300,QQQ
2025-11-19,599.09814453125,605.3800292662713,593.824969985886,596.3017594726007,73111500,QQQ
2025-11-20,584.9163818359375,613.239936406368,583.997582698434,610.8330032979317,117743200,QQQ
2025-11-21,589.3107299804688,596.2118116612933,579.992718365408,586.7140389774793,103344200,QQQ
2025-11-24,604.3812866210938,605.8993502749281,594.3941540703303,594.5140557410294,60168100,QQQ
2025-11-25,608.1065063476562,609.4747385807095,596.5513870928105,602.7334243546638,57560900,QQQ
2025-11-26,613.4796142578125,615.3971266508202,609.6046019291258,611.7218691656304,42393600,QQQ
2025-11-28,618.4531860351562,618.5231032781257,614.6280971828623,615.3172117702823,23034400,QQQ
2025-12-01,616.3758544921875,618.642953131189,611.7318743402105,612.8404314452031,40957600,QQQ
2025-12-02,621.1996459960938,622.9473941962435,616.7953473526289,618.6629362671166,54541800,QQQ
2025-12-03,622.7177124023438,623.4167629201941,617.2347863490129,618.8227062993094,47841600,QQQ
2025-12-04,622.138427734375,624.1358542129962,618.7427783380717,624.125857327544,47067800,QQQ
2025-12-05,624.6751708984375,628.1107470640665,622.9074898206164,623.576610658964,53614200,QQQ
2025-12-08,623.4767456054688,628.0308756502869,620.8900514312259,626.4029681537079,43462400,QQQ
2025-12-09,624.2457275390625,625.0646797487918,620.2009509200387,622.2083743789747,37156000,QQQ
2025-12-10,626.8024291992188,628.4004070267185,620.1909521392804,623.0472575003708,55031400,QQQ
2025-12-11,624.7750854492188,624.9748403012362,616.9251525569541,623.0173402820615,58272800,QQQ
2025-12-12,612.8304443359375,622.7376631081598,610.5733425467316,621.2795807165155,75158700,QQQ
2025-12-15,609.75439453125,617.6242601897563,608.5359935678383,617.5743367162205,49538200,QQQ
2025-12-16,610.9628295898438,612.7205746597449,606.1290306476157,607.4773301066649,55152800,QQQ
2025-12-17,599.6373901367188,612.8604046495489,599.5076134954934,612.2711370165166,70654300,QQQ
2025-12-18,608.3262329101562,612.1413249643276,606.1390483830863,609.015347513387,78875800,QQQ
2025-12-19,616.2559814453125,616.825255296648,611.0826542701337,611.1625683957468,60369800,QQQ
2025-12-22,619.2100219726562,621.6500244140625,617.77001953125,621.3499755859375,43703100,QQQ
2025-12-23,622.1099853515625,622.4099731445312,617.780029296875,618.2000122070312,41120400,QQQ
2025-12-24,623.9299926757812,624.280029296875,621.719970703125,621.989990234375,18468700,QQQ
2025-12-26,623.8900146484375,625.52001953125,623.1400146484375,624.6599731445312,28959800,QQQ
2025-12-29,620.8699951171875,622.780029296875,618.72998046875,620.0999755859375,32458300,QQQ
2025-12-30,619.4299926757812,622.1799926757812,619.219970703125,619.8400268554688,31226800,QQQ
2025-12-31,614.3099975585938,619.9600219726562,614.0499877929688,619.6500244140625,40746500,QQQ
